id,case_num,pn_num,feature_num
20775_007,2,20775,007
20775_008,2,20775,008
20775_009,2,20775,009
20775_010,2,20775,010
20775_011,2,20775,011
20775_012,2,20775,012
20820_000,2,20820,000
20820_001,2,20820,001
20820_002,2,20820,002
20820_003,2,20820,003
20820_004,2,20820,004
20820_005,2,20820,005
20820_006,2,20820,006
20820_007,2,20820,007
20820_008,2,20820,008
20820_009,2,20820,009
20820_010,2,20820,010
20820_011,2,20820,011
20820_012,2,20820,012
20865_000,2,20865,000
20865_001,2,20865,001
20865_002,2,20865,002
20865_003,2,20865,003
20865_004,2,20865,004
20865_005,2,20865,005
20865_006,2,20865,006
20865_007,2,20865,007
20865_008,2,20865,008
20865_009,2,20865,009
20865_010,2,20865,010
20865_011,2,20865,011
20865_012,2,20865,012
20910_000,2,20910,000
20910_001,2,20910,001
20910_002,2,20910,002
20910_003,2,20910,003
20910_004,2,20910,004
20910_005,2,20910,005
20910_006,2,20910,006
20910_007,2,20910,007
20910_008,2,20910,008
20910_009,2,20910,009
20910_010,2,20910,010
20910_011,2,20910,011
20910_012,2,20910,012
20955_000,2,20955,000
20955_001,2,20955,001
20955_002,2,20955,002
20955_003,2,20955,003
20955_004,2,20955,004
20955_005,2,20955,005
20955_006,2,20955,006
20955_007,2,20955,007
20955_008,2,20955,008
20955_009,2,20955,009
20955_010,2,20955,010
20955_011,2,20955,011
20955_012,2,20955,012
21000_000,2,21000,000
21000_001,2,21000,001
21000_002,2,21000,002
21000_003,2,21000,003
21000_004,2,21000,004
21000_005,2,21000,005
21000_006,2,21000,006
21000_007,2,21000,007
21000_008,2,21000,008
21000_009,2,21000,009
21000_010,2,21000,010
21000_011,2,21000,011
21000_012,2,21000,012
21045_000,2,21045,000
21045_001,2,21045,001
21045_002,2,21045,002
21045_003,2,21045,003
21045_004,2,21045,004
21045_005,2,21045,005
21045_006,2,21045,006
21045_007,2,21045,007
21045_008,2,21045,008
21045_009,2,21045,009
21045_010,2,21045,010
21045_011,2,21045,011
21045_012,2,21045,012
21090_000,2,21090,000
21090_001,2,21090,001
21090_002,2,21090,002
21090_003,2,21090,003
21090_004,2,21090,004
21090_005,2,21090,005
21090_006,2,21090,006
21090_007,2,21090,007
21090_008,2,21090,008
21090_009,2,21090,009
21090_010,2,21090,010
21090_011,2,21090,011
21090_012,2,21090,012
21135_000,2,21135,000
21135_001,2,21135,001
21135_002,2,21135,002
21135_003,2,21135,003
21135_004,2,21135,004
21135_005,2,21135,005
21135_006,2,21135,006
21135_007,2,21135,007
21135_008,2,21135,008
21135_009,2,21135,009
21135_010,2,21135,010
21135_011,2,21135,011
21135_012,2,21135,012
21180_000,2,21180,000
21180_001,2,21180,001
21180_002,2,21180,002
21180_003,2,21180,003
21180_004,2,21180,004
21180_005,2,21180,005
21180_006,2,21180,006
21180_007,2,21180,007
21180_008,2,21180,008
21180_009,2,21180,009
21180_010,2,21180,010
21180_011,2,21180,011
21180_012,2,21180,012
21225_000,2,21225,000
21225_001,2,21225,001
21225_002,2,21225,002
21225_003,2,21225,003
21225_004,2,21225,004
21225_005,2,21225,005
21225_006,2,21225,006
21225_007,2,21225,007
21225_008,2,21225,008
21225_009,2,21225,009
21225_010,2,21225,010
21225_011,2,21225,011
21225_012,2,21225,012
21270_000,2,21270,000
21270_001,2,21270,001
21270_002,2,21270,002
21270_003,2,21270,003
21270_004,2,21270,004
21270_005,2,21270,005
21270_006,2,21270,006
21270_007,2,21270,007
21270_008,2,21270,008
21270_009,2,21270,009
21270_010,2,21270,010
21270_011,2,21270,011
21270_012,2,21270,012
21315_000,2,21315,000
21315_001,2,21315,001
21315_002,2,21315,002
21315_003,2,21315,003
21315_004,2,21315,004
21315_005,2,21315,005
21315_006,2,21315,006
21315_007,2,21315,007
21315_008,2,21315,008
21315_009,2,21315,009
21315_010,2,21315,010
21315_011,2,21315,011
21315_012,2,21315,012
21360_000,2,21360,000
21360_001,2,21360,001
21360_002,2,21360,002
21360_003,2,21360,003
21360_004,2,21360,004
21360_005,2,21360,005
21360_006,2,21360,006
21360_007,2,21360,007
21360_008,2,21360,008
21360_009,2,21360,009
21360_010,2,21360,010
21360_011,2,21360,011
21360_012,2,21360,012
21405_000,2,21405,000
21405_001,2,21405,001
21405_002,2,21405,002
21405_003,2,21405,003
21405_004,2,21405,004
21405_005,2,21405,005
21405_006,2,21405,006
21405_007,2,21405,007
21405_008,2,21405,008
21405_009,2,21405,009
21405_010,2,21405,010
21405_011,2,21405,011
21405_012,2,21405,012
21450_000,2,21450,000
21450_001,2,21450,001
21450_002,2,21450,002
21450_003,2,21450,003
21450_004,2,21450,004
21450_005,2,21450,005
21450_006,2,21450,006
21450_007,2,21450,007
21450_008,2,21450,008
21450_009,2,21450,009
21450_010,2,21450,010
21450_011,2,21450,011
21450_012,2,21450,012
21495_000,2,21495,000
21495_001,2,21495,001
21495_002,2,21495,002
21495_003,2,21495,003
21495_004,2,21495,004
21495_005,2,21495,005
21495_006,2,21495,006
21495_007,2,21495,007
21495_008,2,21495,008
21495_009,2,21495,009
21495_010,2,21495,010
21495_011,2,21495,011
21495_012,2,21495,012
21541_000,2,21541,000
21541_001,2,21541,001
21541_002,2,21541,002
21541_003,2,21541,003
21541_004,2,21541,004
21541_005,2,21541,005
21541_006,2,21541,006
21541_007,2,21541,007
21541_008,2,21541,008
21541_009,2,21541,009
21541_010,2,21541,010
21541_011,2,21541,011
21541_012,2,21541,012
21585_000,2,21585,000
21585_001,2,21585,001
21585_002,2,21585,002
21585_003,2,21585,003
21585_004,2,21585,004
21585_005,2,21585,005
21585_006,2,21585,006
21585_007,2,21585,007
21585_008,2,21585,008
21585_009,2,21585,009
21585_010,2,21585,010
21585_011,2,21585,011
21585_012,2,21585,012
21631_000,2,21631,000
21631_001,2,21631,001
21631_002,2,21631,002
21631_003,2,21631,003
21631_004,2,21631,004
21631_005,2,21631,005
21631_006,2,21631,006
21631_007,2,21631,007
21631_008,2,21631,008
21631_009,2,21631,009
21631_010,2,21631,010
21631_011,2,21631,011
21631_012,2,21631,012
21675_000,2,21675,000
21675_001,2,21675,001
21675_002,2,21675,002
21675_003,2,21675,003
21675_004,2,21675,004
21675_005,2,21675,005
21675_006,2,21675,006
21675_007,2,21675,007
21675_008,2,21675,008
21675_009,2,21675,009
21675_010,2,21675,010
21675_011,2,21675,011
21675_012,2,21675,012
21720_000,2,21720,000
21720_001,2,21720,001
21720_002,2,21720,002
21720_003,2,21720,003
21720_004,2,21720,004
21720_005,2,21720,005
21720_006,2,21720,006
21720_007,2,21720,007
21720_008,2,21720,008
21720_009,2,21720,009
21720_010,2,21720,010
21720_011,2,21720,011
21720_012,2,21720,012
21765_000,2,21765,000
21765_001,2,21765,001
21765_002,2,21765,002
21765_003,2,21765,003
21765_004,2,21765,004
21765_005,2,21765,005
21765_006,2,21765,006
21765_007,2,21765,007
21765_008,2,21765,008
21765_009,2,21765,009
21765_010,2,21765,010
21765_011,2,21765,011
21765_012,2,21765,012
21810_000,2,21810,000
21810_001,2,21810,001
21810_002,2,21810,002
21810_003,2,21810,003
21810_004,2,21810,004
21810_005,2,21810,005
21810_006,2,21810,006
21810_007,2,21810,007
21810_008,2,21810,008
21810_009,2,21810,009
21810_010,2,21810,010
21810_011,2,21810,011
21810_012,2,21810,012
21855_000,2,21855,000
21855_001,2,21855,001
21855_002,2,21855,002
21855_003,2,21855,003
21855_004,2,21855,004
21855_005,2,21855,005
21855_006,2,21855,006
21855_007,2,21855,007
21855_008,2,21855,008
21855_009,2,21855,009
21855_010,2,21855,010
21855_011,2,21855,011
21855_012,2,21855,012
21900_000,2,21900,000
21900_001,2,21900,001
21900_002,2,21900,002
21900_003,2,21900,003
21900_004,2,21900,004
21900_005,2,21900,005
21900_006,2,21900,006
21900_007,2,21900,007
21900_008,2,21900,008
21900_009,2,21900,009
21900_010,2,21900,010
21900_011,2,21900,011
21900_012,2,21900,012
21945_000,2,21945,000
21945_001,2,21945,001
21945_002,2,21945,002
21945_003,2,21945,003
21945_004,2,21945,004
21945_005,2,21945,005
21945_006,2,21945,006
21945_007,2,21945,007
21945_008,2,21945,008
21945_009,2,21945,009
21945_010,2,21945,010
21945_011,2,21945,011
21945_012,2,21945,012
21990_000,2,21990,000
21990_001,2,21990,001
21990_002,2,21990,002
21990_003,2,21990,003
21990_004,2,21990,004
21990_005,2,21990,005
21990_006,2,21990,006
21990_007,2,21990,007
21990_008,2,21990,008
21990_009,2,21990,009
21990_010,2,21990,010
21990_011,2,21990,011
21990_012,2,21990,012
22035_000,2,22035,000
22035_001,2,22035,001
22035_002,2,22035,002
22035_003,2,22035,003
22035_004,2,22035,004
22035_005,2,22035,005
22035_006,2,22035,006
22035_007,2,22035,007
22035_008,2,22035,008
22035_009,2,22035,009
22035_010,2,22035,010
22035_011,2,22035,011
22035_012,2,22035,012
22080_000,2,22080,000
22080_001,2,22080,001
22080_002,2,22080,002
22080_003,2,22080,003
22080_004,2,22080,004
22080_005,2,22080,005
22080_006,2,22080,006
22080_007,2,22080,007
22080_008,2,22080,008
22080_009,2,22080,009
22080_010,2,22080,010
22080_011,2,22080,011
22080_012,2,22080,012
30300_000,3,30300,000
30300_001,3,30300,001
30300_002,3,30300,002
30300_003,3,30300,003
30300_004,3,30300,004
30300_005,3,30300,005
30300_006,3,30300,006
30300_007,3,30300,007
30300_008,3,30300,008
30300_009,3,30300,009
30300_010,3,30300,010
30300_011,3,30300,011
30300_012,3,30300,012
30524_000,3,30524,000
30524_001,3,30524,001
30524_002,3,30524,002
30524_003,3,30524,003
30524_004,3,30524,004
30524_005,3,30524,005
30524_006,3,30524,006
30524_007,3,30524,007
30524_008,3,30524,008
30524_009,3,30524,009
30524_010,3,30524,010
30524_011,3,30524,011
30524_012,3,30524,012
30748_000,3,30748,000
30748_001,3,30748,001
30748_002,3,30748,002
30748_003,3,30748,003
30748_004,3,30748,004
30748_005,3,30748,005
30748_006,3,30748,006
30748_007,3,30748,007
30748_008,3,30748,008
30748_009,3,30748,009
30748_010,3,30748,010
30748_011,3,30748,011
30748_012,3,30748,012
30972_000,3,30972,000
30972_001,3,30972,001
30972_002,3,30972,002
30972_003,3,30972,003
30972_004,3,30972,004
30972_005,3,30972,005
30972_006,3,30972,006
30972_007,3,30972,007
30972_008,3,30972,008
30972_009,3,30972,009
30972_010,3,30972,010
30972_011,3,30972,011
30972_012,3,30972,012
31196_000,3,31196,000
31196_001,3,31196,001
31196_002,3,31196,002
31196_003,3,31196,003
31196_004,3,31196,004
31196_005,3,31196,005
31196_006,3,31196,006
31196_007,3,31196,007
31196_008,3,31196,008
31196_009,3,31196,009
31196_010,3,31196,010
31196_011,3,31196,011
31196_012,3,31196,012
31420_000,3,31420,000
31420_001,3,31420,001
31420_002,3,31420,002
31420_003,3,31420,003
31420_004,3,31420,004
31420_005,3,31420,005
31420_006,3,31420,006
31420_007,3,31420,007
31420_008,3,31420,008
31420_009,3,31420,009
31420_010,3,31420,010
31420_011,3,31420,011
31420_012,3,31420,012
31644_000,3,31644,000
31644_001,3,31644,001
31644_002,3,31644,002
31644_003,3,31644,003
31644_004,3,31644,004
31644_005,3,31644,005
31644_006,3,31644,006
31644_007,3,31644,007
31644_008,3,31644,008
31644_009,3,31644,009
31644_010,3,31644,010
31644_011,3,31644,011
31644_012,3,31644,012
31868_000,3,31868,000
31868_001,3,31868,001
31868_002,3,31868,002
31868_003,3,31868,003
31868_004,3,31868,004
31868_005,3,31868,005
31868_006,3,31868,006
31868_007,3,31868,007
31868_008,3,31868,008
31868_009,3,31868,009
31868_010,3,31868,010
31868_011,3,31868,011
31868_012,3,31868,012
32092_000,3,32092,000
32092_001,3,32092,001
32092_002,3,32092,002
32092_003,3,32092,003
32092_004,3,32092,004
32092_005,3,32092,005
32092_006,3,32092,006
32092_007,3,32092,007
32092_008,3,32092,008
32092_009,3,32092,009
32092_010,3,32092,010
32092_011,3,32092,011
32092_012,3,32092,012
32316_000,3,32316,000
32316_001,3,32316,001
32316_002,3,32316,002
32316_003,3,32316,003
32316_004,3,32316,004
32316_005,3,32316,005
32316_006,3,32316,006
32316_007,3,32316,007
32316_008,3,32316,008
32316_009,3,32316,009
32316_010,3,32316,010
32316_011,3,32316,011
32316_012,3,32316,012
32540_000,3,32540,000
32540_001,3,32540,001
32540_002,3,32540,002
32540_003,3,32540,003
32540_004,3,32540,004
32540_005,3,32540,005
32540_006,3,32540,006
32540_007,3,32540,007
32540_008,3,32540,008
32540_009,3,32540,009
32540_010,3,32540,010
32540_011,3,32540,011
32540_012,3,32540,012
32764_000,3,32764,000
32764_001,3,32764,001
32764_002,3,32764,002
32764_003,3,32764,003
32764_004,3,32764,004
32764_005,3,32764,005
32764_006,3,32764,006
32764_007,3,32764,007
32764_008,3,32764,008
32764_009,3,32764,009
32764_010,3,32764,010
32764_011,3,32764,011
32764_012,3,32764,012
32988_000,3,32988,000
32988_001,3,32988,001
32988_002,3,32988,002
32988_003,3,32988,003
32988_004,3,32988,004
32988_005,3,32988,005
32988_006,3,32988,006
32988_007,3,32988,007
32988_008,3,32988,008
32988_009,3,32988,009
32988_010,3,32988,010
32988_011,3,32988,011
32988_012,3,32988,012
33212_000,3,33212,000
33212_001,3,33212,001
33212_002,3,33212,002
33212_003,3,33212,003
33212_004,3,33212,004
33212_005,3,33212,005
33212_006,3,33212,006
33212_007,3,33212,007
33212_008,3,33212,008
33212_009,3,33212,009
33212_010,3,33212,010
33212_011,3,33212,011
33212_012,3,33212,012
33436_000,3,33436,000
33436_001,3,33436,001
33436_002,3,33436,002
33436_003,3,33436,003
33436_004,3,33436,004
33436_005,3,33436,005
33436_006,3,33436,006
33436_007,3,33436,007
33436_008,3,33436,008
33436_009,3,33436,009
33436_010,3,33436,010
33436_011,3,33436,011
33436_012,3,33436,012
33660_000,3,33660,000
33660_001,3,33660,001
33660_002,3,33660,002
33660_003,3,33660,003
33660_004,3,33660,004
33660_005,3,33660,005
33660_006,3,33660,006
33660_007,3,33660,007
33660_008,3,33660,008
33660_009,3,33660,009
33660_010,3,33660,010
33660_011,3,33660,011
33660_012,3,33660,012
33884_000,3,33884,000
33884_001,3,33884,001
33884_002,3,33884,002
33884_003,3,33884,003
33884_004,3,33884,004
33884_005,3,33884,005
33884_006,3,33884,006
33884_007,3,33884,007
33884_008,3,33884,008
33884_009,3,33884,009
33884_010,3,33884,010
33884_011,3,33884,011
33884_012,3,33884,012
34108_000,3,34108,000
34108_001,3,34108,001
34108_002,3,34108,002
34108_003,3,34108,003
34108_004,3,34108,004
34108_005,3,34108,005
34108_006,3,34108,006
34108_007,3,34108,007
34108_008,3,34108,008
34108_009,3,34108,009
34108_010,3,34108,010
34108_011,3,34108,011
34108_012,3,34108,012
34332_000,3,34332,000
34332_001,3,34332,001
34332_002,3,34332,002
34332_003,3,34332,003
34332_004,3,34332,004
34332_005,3,34332,005
34332_006,3,34332,006
34332_007,3,34332,007
34332_008,3,34332,008
34332_009,3,34332,009
34332_010,3,34332,010
34332_011,3,34332,011
34332_012,3,34332,012
34556_000,3,34556,000
34556_001,3,34556,001
34556_002,3,34556,002
34556_003,3,34556,003
34556_004,3,34556,004
34556_005,3,34556,005
34556_006,3,34556,006
34556_007,3,34556,007
34556_008,3,34556,008
34556_009,3,34556,009
34556_010,3,34556,010
34556_011,3,34556,011
34556_012,3,34556,012
34780_000,3,34780,000
34780_001,3,34780,001
34780_002,3,34780,002
34780_003,3,34780,003
34780_004,3,34780,004
34780_005,3,34780,005
34780_006,3,34780,006
34780_007,3,34780,007
34780_008,3,34780,008
34780_009,3,34780,009
34780_010,3,34780,010
34780_011,3,34780,011
34780_012,3,34780,012
35004_000,3,35004,000
35004_001,3,35004,001
35004_002,3,35004,002
35004_003,3,35004,003
35004_004,3,35004,004
35004_005,3,35004,005
35004_006,3,35004,006
35004_007,3,35004,007
35004_008,3,35004,008
35004_009,3,35004,009
35004_010,3,35004,010
35004_011,3,35004,011
35004_012,3,35004,012
35228_000,3,35228,000
35228_001,3,35228,001
35228_002,3,35228,002
35228_003,3,35228,003
35228_004,3,35228,004
35228_005,3,35228,005
35228_006,3,35228,006
35228_007,3,35228,007
35228_008,3,35228,008
35228_009,3,35228,009
35228_010,3,35228,010
35228_011,3,35228,011
35228_012,3,35228,012
35452_000,3,35452,000
35452_001,3,35452,001
35452_002,3,35452,002
35452_003,3,35452,003
35452_004,3,35452,004
35452_005,3,35452,005
35452_006,3,35452,006
35452_007,3,35452,007
35452_008,3,35452,008
35452_009,3,35452,009
35452_010,3,35452,010
35452_011,3,35452,011
35452_012,3,35452,012
35676_000,3,35676,000
35676_001,3,35676,001
35676_002,3,35676,002
35676_003,3,35676,003
35676_004,3,35676,004
35676_005,3,35676,005
35676_006,3,35676,006
35676_007,3,35676,007
35676_008,3,35676,008
35676_009,3,35676,009
35676_010,3,35676,010
35676_011,3,35676,011
35676_012,3,35676,012
35900_000,3,35900,000
35900_001,3,35900,001
35900_002,3,35900,002
35900_003,3,35900,003
35900_004,3,35900,004
35900_005,3,35900,005
35900_006,3,35900,006
35900_007,3,35900,007
35900_008,3,35900,008
35900_009,3,35900,009
35900_010,3,35900,010
35900_011,3,35900,011
35900_012,3,35900,012
36124_000,3,36124,000
36124_001,3,36124,001
36124_002,3,36124,002
36124_003,3,36124,003
36124_004,3,36124,004
36124_005,3,36124,005
36124_006,3,36124,006
36124_007,3,36124,007
36124_008,3,36124,008
36124_009,3,36124,009
36124_010,3,36124,010
36124_011,3,36124,011
36124_012,3,36124,012
36348_000,3,36348,000
36348_001,3,36348,001
36348_002,3,36348,002
36348_003,3,36348,003
36348_004,3,36348,004
36348_005,3,36348,005
36348_006,3,36348,006
36348_007,3,36348,007
36348_008,3,36348,008
36348_009,3,36348,009
36348_010,3,36348,010
36348_011,3,36348,011
36348_012,3,36348,012
36572_000,3,36572,000
36572_001,3,36572,001
36572_002,3,36572,002
36572_003,3,36572,003
36572_004,3,36572,004
36572_005,3,36572,005
36572_006,3,36572,006
36572_007,3,36572,007
36572_008,3,36572,008
36572_009,3,36572,009
36572_010,3,36572,010
36572_011,3,36572,011
36572_012,3,36572,012
36796_000,3,36796,000
36796_001,3,36796,001
36796_002,3,36796,002
36796_003,3,36796,003
36796_004,3,36796,004
36796_005,3,36796,005
36796_006,3,36796,006
36796_007,3,36796,007
36796_008,3,36796,008
36796_009,3,36796,009
36796_010,3,36796,010
36796_011,3,36796,011
36796_012,3,36796,012
40080_000,4,40080,000
40080_001,4,40080,001
40080_002,4,40080,002
40080_003,4,40080,003
40080_004,4,40080,004
40080_005,4,40080,005
40080_006,4,40080,006
40080_007,4,40080,007
40080_008,4,40080,008
40080_009,4,40080,009
40080_010,4,40080,010
40080_011,4,40080,011
40080_012,4,40080,012
40291_000,4,40291,000
40291_001,4,40291,001
40291_002,4,40291,002
40291_003,4,40291,003
40291_004,4,40291,004
40291_005,4,40291,005
40291_006,4,40291,006
40291_007,4,40291,007
40291_008,4,40291,008
40291_009,4,40291,009
40291_010,4,40291,010
40291_011,4,40291,011
40291_012,4,40291,012
40502_000,4,40502,000
40502_001,4,40502,001
40502_002,4,40502,002
40502_003,4,40502,003
40502_004,4,40502,004
40502_005,4,40502,005
40502_006,4,40502,006
40502_007,4,40502,007
40502_008,4,40502,008
40502_009,4,40502,009
40502_010,4,40502,010
40502_011,4,40502,011
40502_012,4,40502,012
40713_000,4,40713,000
40713_001,4,40713,001
40713_002,4,40713,002
40713_003,4,40713,003
40713_004,4,40713,004
40713_005,4,40713,005
40713_006,4,40713,006
40713_007,4,40713,007
40713_008,4,40713,008
40713_009,4,40713,009
40713_010,4,40713,010
40713_011,4,40713,011
40713_012,4,40713,012
40924_000,4,40924,000
40924_001,4,40924,001
40924_002,4,40924,002
40924_003,4,40924,003
40924_004,4,40924,004
40924_005,4,40924,005
40924_006,4,40924,006
40924_007,4,40924,007
40924_008,4,40924,008
40924_009,4,40924,009
40924_010,4,40924,010
40924_011,4,40924,011
40924_012,4,40924,012
41135_000,4,41135,000
41135_001,4,41135,001
41135_002,4,41135,002
41135_003,4,41135,003
41135_004,4,41135,004
41135_005,4,41135,005
41135_006,4,41135,006
41135_007,4,41135,007
41135_008,4,41135,008
41135_009,4,41135,009
41135_010,4,41135,010
41135_011,4,41135,011
41135_012,4,41135,012
41346_000,4,41346,000
41346_001,4,41346,001
41346_002,4,41346,002
41346_003,4,41346,003
41346_004,4,41346,004
41346_005,4,41346,005
41346_006,4,41346,006
41346_007,4,41346,007
41346_008,4,41346,008
41346_009,4,41346,009
41346_010,4,41346,010
41346_011,4,41346,011
41346_012,4,41346,012
41557_000,4,41557,000
41557_001,4,41557,001
41557_002,4,41557,002
41557_003,4,41557,003
41557_004,4,41557,004
41557_005,4,41557,005
41557_006,4,41557,006
41557_007,4,41557,007
41557_008,4,41557,008
41557_009,4,41557,009
41557_010,4,41557,010
41557_011,4,41557,011
41557_012,4,41557,012
41768_000,4,41768,000
41768_001,4,41768,001
41768_002,4,41768,002
41768_003,4,41768,003
41768_004,4,41768,004
41768_005,4,41768,005
41768_006,4,41768,006
41768_007,4,41768,007
41768_008,4,41768,008
41768_009,4,41768,009
41768_010,4,41768,010
41768_011,4,41768,011
41768_012,4,41768,012
41979_000,4,41979,000
41979_001,4,41979,001
41979_002,4,41979,002
41979_003,4,41979,003
41979_004,4,41979,004
41979_005,4,41979,005
41979_006,4,41979,006
41979_007,4,41979,007
41979_008,4,41979,008
41979_009,4,41979,009
41979_010,4,41979,010
41979_011,4,41979,011
41979_012,4,41979,012
42190_000,4,42190,000
42190_001,4,42190,001
42190_002,4,42190,002
42190_003,4,42190,003
42190_004,4,42190,004
42190_005,4,42190,005
42190_006,4,42190,006
42190_007,4,42190,007
42190_008,4,42190,008
42190_009,4,42190,009
42190_010,4,42190,010
42190_011,4,42190,011
42190_012,4,42190,012
42401_000,4,42401,000
42401_001,4,42401,001
42401_002,4,42401,002
42401_003,4,42401,003
42401_004,4,42401,004
42401_005,4,42401,005
42401_006,4,42401,006
42401_007,4,42401,007
42401_008,4,42401,008
42401_009,4,42401,009
42401_010,4,42401,010
42401_011,4,42401,011
42401_012,4,42401,012
42612_000,4,42612,000
42612_001,4,42612,001
42612_002,4,42612,002
42612_003,4,42612,003
42612_004,4,42612,004
42612_005,4,42612,005
42612_006,4,42612,006
42612_007,4,42612,007
42612_008,4,42612,008
42612_009,4,42612,009
42612_010,4,42612,010
42612_011,4,42612,011
42612_012,4,42612,012
42824_000,4,42824,000
42824_001,4,42824,001
42824_002,4,42824,002
42824_003,4,42824,003
42824_004,4,42824,004
42824_005,4,42824,005
42824_006,4,42824,006
42824_007,4,42824,007
42824_008,4,42824,008
42824_009,4,42824,009
42824_010,4,42824,010
42824_011,4,42824,011
42824_012,4,42824,012
43034_000,4,43034,000
43034_001,4,43034,001
43034_002,4,43034,002
43034_003,4,43034,003
43034_004,4,43034,004
43034_005,4,43034,005
43034_006,4,43034,006
43034_007,4,43034,007
43034_008,4,43034,008
43034_009,4,43034,009
43034_010,4,43034,010
43034_011,4,43034,011
43034_012,4,43034,012
43245_000,4,43245,000
43245_001,4,43245,001
43245_002,4,43245,002
43245_003,4,43245,003
43245_004,4,43245,004
43245_005,4,43245,005
43245_006,4,43245,006
43245_007,4,43245,007
43245_008,4,43245,008
43245_009,4,43245,009
43245_010,4,43245,010
43245_011,4,43245,011
43245_012,4,43245,012
43456_000,4,43456,000
43456_001,4,43456,001
43456_002,4,43456,002
43456_003,4,43456,003
43456_004,4,43456,004
43456_005,4,43456,005
43456_006,4,43456,006
43456_007,4,43456,007
43456_008,4,43456,008
43456_009,4,43456,009
43456_010,4,43456,010
43456_011,4,43456,011
43456_012,4,43456,012
43667_000,4,43667,000
43667_001,4,43667,001
43667_002,4,43667,002
43667_003,4,43667,003
43667_004,4,43667,004
43667_005,4,43667,005
43667_006,4,43667,006
43667_007,4,43667,007
43667_008,4,43667,008
43667_009,4,43667,009
43667_010,4,43667,010
43667_011,4,43667,011
43667_012,4,43667,012
43878_000,4,43878,000
43878_001,4,43878,001
43878_002,4,43878,002
43878_003,4,43878,003
43878_004,4,43878,004
43878_005,4,43878,005
43878_006,4,43878,006
43878_007,4,43878,007
43878_008,4,43878,008
43878_009,4,43878,009
43878_010,4,43878,010
43878_011,4,43878,011
43878_012,4,43878,012
44089_000,4,44089,000
44089_001,4,44089,001
44089_002,4,44089,002
44089_003,4,44089,003
44089_004,4,44089,004
44089_005,4,44089,005
44089_006,4,44089,006
44089_007,4,44089,007
44089_008,4,44089,008
44089_009,4,44089,009
44089_010,4,44089,010
44089_011,4,44089,011
44089_012,4,44089,012
44300_000,4,44300,000
44300_001,4,44300,001
44300_002,4,44300,002
44300_003,4,44300,003
44300_004,4,44300,004
44300_005,4,44300,005
44300_006,4,44300,006
44300_007,4,44300,007
44300_008,4,44300,008
44300_009,4,44300,009
44300_010,4,44300,010
44300_011,4,44300,011
44300_012,4,44300,012
44511_000,4,44511,000
44511_001,4,44511,001
44511_002,4,44511,002
44511_003,4,44511,003
44511_004,4,44511,004
44511_005,4,44511,005
44511_006,4,44511,006
44511_007,4,44511,007
44511_008,4,44511,008
44511_009,4,44511,009
44511_010,4,44511,010
44511_011,4,44511,011
44511_012,4,44511,012
44722_000,4,44722,000
44722_001,4,44722,001
44722_002,4,44722,002
44722_003,4,44722,003
44722_004,4,44722,004
44722_005,4,44722,005
44722_006,4,44722,006
44722_007,4,44722,007
44722_008,4,44722,008
44722_009,4,44722,009
44722_010,4,44722,010
44722_011,4,44722,011
44722_012,4,44722,012
44933_000,4,44933,000
44933_001,4,44933,001
44933_002,4,44933,002
44933_003,4,44933,003
44933_004,4,44933,004
44933_005,4,44933,005
44933_006,4,44933,006
44933_007,4,44933,007
44933_008,4,44933,008
44933_009,4,44933,009
44933_010,4,44933,010
44933_011,4,44933,011
44933_012,4,44933,012
45144_000,4,45144,000
45144_001,4,45144,001
45144_002,4,45144,002
45144_003,4,45144,003
45144_004,4,45144,004
45144_005,4,45144,005
45144_006,4,45144,006
45144_007,4,45144,007
45144_008,4,45144,008
45144_009,4,45144,009
45144_010,4,45144,010
45144_011,4,45144,011
45144_012,4,45144,012
45355_000,4,45355,000
45355_001,4,45355,001
45355_002,4,45355,002
45355_003,4,45355,003
45355_004,4,45355,004
45355_005,4,45355,005
45355_006,4,45355,006
45355_007,4,45355,007
45355_008,4,45355,008
45355_009,4,45355,009
45355_010,4,45355,010
45355_011,4,45355,011
45355_012,4,45355,012
45566_000,4,45566,000
45566_001,4,45566,001
45566_002,4,45566,002
45566_003,4,45566,003
45566_004,4,45566,004
45566_005,4,45566,005
45566_006,4,45566,006
45566_007,4,45566,007
45566_008,4,45566,008
45566_009,4,45566,009
45566_010,4,45566,010
45566_011,4,45566,011
45566_012,4,45566,012
45777_000,4,45777,000
45777_001,4,45777,001
45777_002,4,45777,002
45777_003,4,45777,003
45777_004,4,45777,004
45777_005,4,45777,005
45777_006,4,45777,006
45777_007,4,45777,007
45777_008,4,45777,008
45777_009,4,45777,009
45777_010,4,45777,010
45777_011,4,45777,011
45777_012,4,45777,012
50140_000,5,50140,000
50140_001,5,50140,001
50140_002,5,50140,002
50140_003,5,50140,003
50140_004,5,50140,004
50140_005,5,50140,005
50140_006,5,50140,006
50140_007,5,50140,007
50140_008,5,50140,008
50140_009,5,50140,009
50140_010,5,50140,010
50140_011,5,50140,011
50140_012,5,50140,012
50280_000,5,50280,000
50280_001,5,50280,001
50280_002,5,50280,002
50280_003,5,50280,003
50280_004,5,50280,004
50280_005,5,50280,005
50280_006,5,50280,006
50280_007,5,50280,007
50280_008,5,50280,008
50280_009,5,50280,009
50280_010,5,50280,010
50280_011,5,50280,011
50280_012,5,50280,012
50420_000,5,50420,000
50420_001,5,50420,001
